x0,x1,x2,flat number
-0.0204219,-4.19445,-1.34865,0
1.18304,-3.76931,-1.95592,0
0.49071,-4.4137,-1.52201,0
0.358109,-4.04152,-1.88673,0
0.575363,-5.02226,-0.999924,0
0.582789,-4.29925,-1.31572,0
1.37012,-4.15875,-1.60061,0
-0.433452,-4.62204,-1.22232,0
0.681206,-4.6016,-1.04477,0
1.25296,-4.02022,-1.71767,0
-0.160054,-5.04402,-0.379809,0
-0.164549,-4.48114,-0.842217,0
0.456778,-4.37492,-1.36031,0
0.583332,-4.43224,-1.39379,0
0.600702,-4.24585,-1.47287,0
0.0472664,-4.48043,-0.210881,0
0.452852,-4.4916,-1.21306,0
0.706147,-4.97189,-1.96973,0
1.47357,-4.39649,-1.14655,0
-0.110422,-4.95686,-1.29204,0
1.55528,-4.51094,-1.10452,0
-0.0238935,-4.11512,-1.66584,0
0.728138,-4.66736,-1.24437,0
0.568911,-3.92547,-1.54231,0
1.47388,-4.03277,-1.55432,0
1.70644,-4.12048,-1.51094,0
-0.289988,-4.72282,-1.10286,0
0.540604,-4.13156,-0.664498,0
-0.763508,-4.16978,-0.492946,0
-0.29884,-4.34875,-1.38045,0
-0.0485864,-4.86503,-0.818821,0
0.306806,-4.38945,-1.02054,0
0.308174,-4.34562,-1.08329,0
0.546391,-3.88327,-1.33526,0
0.490876,-4.3429,-1.0421,0
-0.035856,-4.55044,-1.30813,0
0.892224,-4.03956,-1.31642,0
-0.0546558,-4.04112,-1.04937,0
1.34587,-4.43797,-1.11612,0
0.931561,-4.05524,-1.56783,0
0.449914,-4.81265,-1.79272,0
0.0909998,-4.78464,-1.02946,0
-0.0606154,-4.52959,-0.984326,0
-0.409692,-4.56922,-0.922071,0
0.997392,-3.54002,-1.84815,0
0.581888,-4.36313,-1.70614,0
1.1848,-4.42793,-1.70332,0
0.370682,-3.86245,-1.29218,0
0.398301,-4.74484,-1.75005,0
0.289186,-4.27557,-2.11748,0
1.01848,-3.46036,-0.737507,0
0.874853,-3.44164,-1.37207,0
0.0957991,-4.41078,-1.51615,0
0.600515,-4.83047,-1.02356,0
1.18371,-4.72829,-1.44234,0
-0.429108,-4.62965,-0.304533,0
-0.162233,-4.64775,-1.21503,0
0.861564,-4.09503,-2.05013,0
-0.0748385,-4.72343,-0.773577,0
0.613571,-4.18357,-0.560473,0
-0.146659,-4.1855,-0.573926,0
1.04731,-3.68552,-0.63765,0
-0.626745,-4.09167,-1.0799,0
-0.140705,-4.81109,-0.978902,0
-0.314981,-4.21355,-1.26092,0
0.238485,-4.38203,-0.730918,0
-0.18441,-3.94402,-1.46007,0
0.57065,-4.53867,-0.965662,0
0.236858,-4.20546,-1.4295,0
1.40048,-3.24037,-1.28133,0
0.555118,-4.2736,-1.1144,0
0.842052,-4.20683,-0.934748,0
0.956202,-3.87427,-1.55307,0
0.424185,-4.71753,-0.522212,0
0.0738082,-4.39075,-0.76136,0
0.229308,-4.20508,-1.09556,0
0.154317,-5.449,-1.40158,0
0.595655,-4.22985,-1.2823,0
-0.112968,-4.58297,-1.16823,0
0.0181905,-3.7591,-0.905062,0
1.24697,-4.26147,-1.31679,0
0.504615,-4.35135,-1.37416,0
0.387805,-4.74539,-1.75548,0
1.78476,-4.4615,-1.83197,0
0.751162,-3.72212,-1.56731,0
0.313944,-3.60205,-1.92752,0
0.691384,-4.43049,-1.63589,0
1.72491,-4.53596,-1.3681,0
0.426894,-3.80664,-2.26963,0
0.397989,-4.22239,-1.07689,0
1.04904,-3.88853,-1.10119,0
-0.175829,-4.51741,-1.23018,0
-0.342842,-4.44564,-1.74442,0
0.540254,-3.67519,-1.33618,0
0.530541,-4.11144,-2.52627,0
1.06713,-4.22872,-2.07628,0
0.148628,-4.18003,-1.02154,0
0.770885,-4.44447,-1.09844,0
0.742271,-4.66383,-1.05891,0
1.34741,-4.0778,-1.68451,0
0.584083,-4.51033,-0.851229,0
0.560167,-4.27952,-1.47768,0
1.15361,-4.12972,-1.76581,0
0.525903,-4.12758,-1.2682,0
1.16781,-4.12522,-1.93476,0
-0.360557,-4.04779,-0.781686,0
0.46377,-4.5587,-1.02401,0
0.359586,-4.02221,-0.974889,0
0.687314,-3.58619,-1.29194,0
-0.193509,-4.61111,-0.743593,0
-0.302214,-3.68213,-1.07588,0
0.963603,-3.55667,-0.956304,0
0.761423,-4.5341,-0.589004,0
1.34751,-4.05111,-1.25662,0
0.741246,-4.2002,-1.23288,0
-0.891707,-4.46398,-0.211834,0
-0.530023,-5.11295,-1.21527,0
-0.177313,-4.11165,-1.29495,0
0.672202,-3.75847,-1.33735,0
0.423171,-4.0893,-0.949898,0
0.886147,-3.76568,-0.927225,0
0.570731,-4.19029,-1.57596,0
0.932716,-4.21109,-2.26526,0
-0.195502,-4.44887,-1.58362,0
0.968113,-4.30952,-1.63126,0
0.720155,-3.93605,-1.73757,0
0.481663,-3.76199,-1.9369,0
0.0965634,-4.64257,-0.372297,0
0.585708,-3.8188,-1.64945,0
0.743877,-4.49333,-1.50533,0
0.20638,-3.49759,-1.8577,0
-0.055084,-4.37674,-1.4713,0
0.367352,-4.05617,-1.62167,0
-0.496239,-4.42101,-1.27103,0
-0.0358951,-4.16287,-1.07929,0
-0.339692,-4.39231,-0.778335,0
1.58606,-4.14562,-1.49033,0
0.75653,-3.90647,-0.423226,0
0.0124612,-4.48853,-1.09058,0
1.01072,-4.01787,-1.22495,0
1.04433,-3.87049,-1.42084,0
1.49203,-4.15954,-2.1549,0
0.822635,-4.1137,-2.44848,0
0.0463602,-4.1916,-1.07311,0
0.274193,-4.43565,-0.73001,0
0.0969737,-3.8253,-1.62585,0
0.917464,-4.24579,-1.66633,0
1.62654,-3.72079,-1.89857,0
0.0287119,-4.49659,-1.31857,0
-0.365294,-4.44373,-1.64074,0
0.0784793,-4.62931,-0.261794,0
-0.452158,-4.71837,-0.391138,0
0.356291,-4.22712,-2.03175,0
1.35362,-4.49853,-1.85505,0
1.33104,-3.78816,-2.2245,0
0.846495,-4.39439,-1.8586,0
0.543808,-4.04845,-1.63964,0
-0.32949,-4.38304,-0.991644,0
0.816709,-3.75917,-0.946306,0
0.48874,-3.97578,-1.63358,0
0.68345,-4.43564,-1.27801,0
0.920155,-4.24052,-1.28131,0
0.336322,-4.19842,-0.955327,0
1.40066,-4.61258,-1.62186,0
0.200023,-3.83054,-1.22505,0
0.84973,-4.03268,-1.00353,0
0.695846,-4.76861,-1.51635,0
-0.158443,-4.70133,-1.35534,0
0.538747,-3.57473,-1.56705,0
-0.438555,-4.86815,-0.998214,0
1.04268,-3.89039,-1.79251,0
1.38809,-3.43303,-2.3657,0
1.16844,-4.39588,-1.47732,0
0.269014,-4.34414,-1.1574,0
1.90173,-4.08281,-1.3812,0
0.448313,-3.80287,-1.67316,0
0.746353,-4.08451,-1.75939,0
-0.202201,-4.14493,-0.947591,0
0.240981,-4.2598,-0.793201,0
1.50426,-4.25327,-1.74271,0
0.260699,-4.17835,-1.5166,0
4.29667,3.42862,-0.699804,1
3.68033,2.46561,-0.0691633,1
4.21627,2.84895,-1.35454,1
3.98452,2.04775,-0.52886,1
4.52556,3.48003,-0.948231,1
3.93959,3.21557,-0.183165,1
4.30535,2.15112,0.105727,1
4.00779,2.78741,0.121043,1
3.85804,2.42781,-0.175457,1
3.9844,3.76399,0.806914,1
4.12578,2.68074,-0.892383,1
4.93439,2.53692,-0.978534,1
4.49198,3.54234,0.232177,1
4.21167,2.28539,0.802863,1
3.94128,3.80258,0.426812,1
3.99158,2.96808,-0.997684,1
4.00631,3.14469,0.160259,1
4.70095,1.74744,0.437022,1
4.41521,1.80258,-0.778677,1
3.38318,3.58218,-0.135399,1
3.50672,3.13043,0.462917,1
4.32774,2.83126,-0.0148733,1
3.69196,3.10365,-0.291639,1
4.42059,3.02528,-0.836155,1
3.6919,3.04815,0.842252,1
3.87503,3.2163,-0.188427,1
4.89261,3.13211,-0.887942,1
4.40482,1.73048,-0.189082,1
4.8899,2.98664,0.244831,1
4.63821,2.28829,-0.717522,1
4.21454,3.11152,-0.152711,1
4.7976,2.71629,-0.0171735,1
4.18623,2.81325,0.590063,1
4.11859,3.21909,0.842212,1
3.67763,3.66822,0.946229,1
4.71669,2.31505,0.764755,1
3.97973,2.78143,0.248519,1
4.74439,2.68834,0.102401,1
3.46018,3.88653,0.698042,1
5.15671,2.34626,-0.0769611,1
3.77667,3.66471,-0.512411,1
4.13009,2.70829,-1.05397,1
3.80995,3.60081,-0.197701,1
3.88749,3.23175,-0.0090115,1
4.3687,3.18926,0.404072,1
3.8467,2.87701,-1.61871,1
4.28681,3.32727,-0.639222,1
3.69547,3.53162,0.422408,1
4.14297,3.38382,1.61507,1
4.47148,3.4937,-0.884346,1
4.49342,3.84773,0.840196,1
3.87821,3.62251,0.290794,1
4.55632,2.43236,-1.0252,1
3.84892,3.06501,-0.20551,1
4.48741,2.14161,-0.420811,1
3.76132,3.22075,-0.272604,1
4.51834,2.22612,0.24281,1
4.3157,3.38144,-0.0409774,1
4.29509,2.83046,-0.30544,1
4.68481,2.17624,-0.797654,1
4.28315,3.64963,0.532208,1
3.96928,3.25043,-0.0513236,1
3.70067,3.12777,-0.278234,1
4.52083,2.75415,-1.76217,1
4.27068,3.41877,-1.20289,1
2.96303,3.93514,0.144387,1
4.63678,1.82508,-0.0028145,1
2.6079,3.76635,-0.462878,1
3.66064,3.27088,0.868238,1
3.39354,3.91736,0.467456,1
4.43758,2.31107,0.311241,1
4.02204,2.89187,-0.434832,1
4.79935,3.21146,-0.86424,1
4.35784,3.21282,0.409887,1
3.80226,3.00043,-0.132046,1
4.35817,1.38233,-0.28899,1
4.82879,2.5435,0.39265,1
4.24052,2.85198,1.37623,1
3.30248,3.72346,-0.166014,1
3.86446,2.69566,-0.045531,1
5.2427,2.22047,0.406492,1
3.85451,3.82091,0.00205521,1
3.74333,3.80427,0.663195,1
4.59374,2.18651,0.712687,1
4.31229,3.02329,1.38318,1
4.67465,2.94727,-0.671984,1
3.97312,3.80446,0.759284,1
4.11909,2.93952,1.05696,1
4.09569,2.79964,-0.78137,1
4.49673,3.59397,-0.631277,1
4.15993,3.20372,-0.191938,1
4.18823,2.63002,-0.48886,1
4.07375,3.11073,-0.154178,1
3.99148,2.69534,0.425527,1
4.20005,3.0933,0.36068,1
3.99243,3.30281,-0.548292,1
4.23146,2.38421,-0.449311,1
4.34296,2.99996,1.27338,1
4.93544,2.94531,-0.684921,1
3.99537,3.62591,-1.59278,1
3.15529,3.71003,-0.616021,1
4.41806,1.72799,0.276686,1
4.09066,2.65545,-0.946321,1
4.67217,2.36618,0.458292,1
3.68391,3.5927,-0.237216,1
3.53011,3.47873,-0.525725,1
3.13826,3.37228,-0.27827,1
3.83761,3.61797,-0.8367,1
4.62919,2.58715,-0.377888,1
4.06779,3.51661,-0.825008,1
3.72227,3.97389,-0.0944951,1
4.51663,2.9748,-0.821156,1
3.22228,3.87561,0.944837,1
3.80268,3.13115,-0.588236,1
4.8933,2.26257,0.571656,1
4.10571,3.40192,0.181516,1
3.56628,3.33857,-0.111203,1
3.96173,3.6734,-0.449643,1
4.82847,2.62366,-0.654268,1
3.54405,3.07717,-0.227339,1
3.41745,3.49112,-0.784515,1
3.47381,2.96609,1.24487,1
3.53079,3.92641,-0.867562,1
3.70436,4.29811,-0.46154,1
4.69376,2.64517,-0.044496,1
3.51047,3.88784,-0.66501,1
4.32062,3.24767,0.78383,1
3.85831,3.0469,-1.22705,1
3.41362,3.34422,-0.522139,1
3.814,2.7129,1.08396,1
4.17645,3.17356,-1.02829,1
5.22993,2.33452,0.0412924,1
4.47711,3.00449,-0.553446,1
4.18317,3.16919,-0.919219,1
4.43852,2.82197,-0.298445,1
3.96274,3.32278,0.835686,1
3.16622,3.34606,0.919718,1
3.78535,3.81888,0.234631,1
4.85655,3.06082,-1.23719,1
4.12321,3.20569,0.0730258,1
4.43237,3.48729,0.497878,1
4.6307,1.91799,-0.137584,1
3.33642,3.27057,0.315809,1
4.90622,1.76569,-0.0128807,1
4.71605,1.65517,-0.385371,1
4.39628,3.14524,-0.993476,1
3.84825,3.08236,-1.43259,1
4.43119,3.12781,0.411241,1
4.41494,2.74119,0.158319,1
3.5264,3.21984,1.46211,1
3.21584,3.04538,-0.583876,1
3.67984,3.67129,-0.272864,1
4.27123,3.80263,-0.617452,1
4.97005,1.68713,0.148734,1
4.00532,3.37637,-0.0852672,1
4.98441,2.88496,-1.10333,1
3.58496,2.97112,1.43907,1
4.10559,3.58592,-0.291163,1
3.82918,3.40268,0.61918,1
4.71043,2.64485,0.626372,1
4.35344,3.01611,0.504424,1
4.11039,3.02466,-1.19284,1
3.79677,3.36152,-0.947298,1
4.21352,3.05792,0.615137,1
4.38837,2.26273,0.749548,1
4.20593,2.48606,-0.609004,1
3.76587,3.07021,-0.0840633,1
3.5766,3.59129,0.738441,1
4.20022,4.3059,-0.0879006,1
4.16703,3.15102,1.23827,1
4.72332,3.29889,0.615282,1
4.84875,2.89972,1.15,1
4.35647,2.70733,-0.389889,1
3.9911,2.54249,0.775608,1
4.31311,3.14228,-1.58112,1
4.05037,2.52993,-0.116298,1
4.21131,2.38776,-0.671744,1
4.59062,3.0864,-0.102302,1
5.27134,1.8105,-0.592318,1
3.71912,3.83639,0.530661,1
4.12446,3.91374,-0.233442,1
3.83124,3.12223,0.572894,1
3.60562,3.58873,-0.5145,1
4.01132,2.59622,-0.264165,1
4.17285,3.60599,0.585729,1
4.37873,2.16317,0.216556,1
4.85806,2.16495,-0.744975,1
4.41636,1.86888,-0.146335,1
4.50009,2.47508,1.18359,1
4.17167,2.81573,0.0516002,1
4.13201,2.79037,-0.279503,1
4.71064,3.10712,-0.447463,1
4.44046,2.78475,-0.670904,1
3.99901,2.34245,0.389346,1
4.2211,3.46854,0.196494,1
4.64462,2.73061,0.395416,1
4.26796,2.72233,0.685008,1
3.10458,4.07904,0.807202,1
4.08903,2.86154,-1.11919,1
3.90249,3.46181,-0.0319382,1
4.55891,3.18575,-0.45569,1
4.42331,2.76468,1.06289,1
3.88266,2.96435,-0.251663,1
4.31266,3.80842,-0.27658,1
3.62822,3.48642,-0.849212,1
4.36717,2.68476,-0.140478,1
3.79356,2.86664,-0.467298,1
4.05751,2.98621,1.27568,1
3.26258,3.99865,-0.0314739,1
5.31382,2.95941,-1.31789,1
4.08135,3.50523,0.576445,1
4.63145,3.49667,-0.112255,1
4.10282,3.35591,0.764072,1
3.7346,1.99543,-0.251973,1
3.75285,3.17522,-0.576169,1
4.01257,3.06918,-0.37414,1
4.50637,2.52723,0.409089,1
2.64522,3.87063,0.277672,1
3.95589,2.81786,0.976164,1
4.58054,2.35332,-0.764158,1
3.8621,2.97482,-0.653782,1
4.03833,3.54388,-0.391257,1
4.22369,2.26845,0.404721,1
3.97337,2.75314,0.0346089,1
4.12186,3.37495,0.43116,1
3.82819,3.09097,-1.18202,1
4.58061,3.52695,-0.52692,1
5.05199,2.44763,-0.234047,1
4.06672,2.57331,-1.21173,1
4.04247,2.84699,0.447297,1
4.45651,3.11948,0.0291508,1
4.12574,2.37102,0.155795,1
4.24413,2.82872,-1.87912,1
3.44632,4.42699,-0.264566,1
3.28865,3.19774,-0.619338,1
4.78371,2.59942,-0.645645,1
4.13829,2.39369,0.161467,1
5.15882,1.63185,-0.557733,1
4.32825,3.89999,-0.349649,1
4.68435,2.0037,0.0476058,1
4.26567,2.89943,1.4495,1
3.95241,2.49522,0.720326,1
4.31758,3.12872,0.208197,1
4.35346,2.89659,-0.424299,1
4.34704,3.23561,0.142661,1
4.26744,2.73928,1.07175,1
3.9494,3.53735,0.267983,1
3.86923,2.3468,0.00312771,1
3.8429,3.83363,0.317733,1
3.67881,3.22172,0.758317,1
4.58189,3.17093,0.355422,1
4.10748,2.38312,-0.300434,1
3.58457,3.37625,-0.477924,1
3.44483,3.11439,-0.143752,1
3.86041,2.8907,0.0211653,1
3.73721,3.83143,1.3314,1
3.46819,3.7357,-0.285104,1
3.72794,3.16652,0.957647,1
3.85168,3.89297,0.122653,1
3.57625,3.11531,-0.187415,1
3.63244,3.4215,-0.444205,1
4.02046,3.51845,-0.577212,1
4.89032,2.52354,-1.07495,1
3.88105,3.02451,0.0728021,1
3.78737,3.17522,1.13697,1
3.99948,3.22887,0.354188,1
3.90396,3.89607,-0.104104,1
3.24146,4.04596,0.0168492,1
4.31798,3.30852,-0.184911,1
4.33511,2.64408,0.869093,1
3.88211,4.19051,0.0576737,1
4.61908,2.68085,-0.285882,1
4.79457,2.01803,1.01891,1
4.82755,2.44716,0.360143,1
4.0342,3.20462,-1.27247,1
3.65938,2.42629,-0.496195,1
4.04564,3.10311,0.190287,1
4.26481,3.39162,-0.730208,1
3.45592,3.26002,-0.743818,1
5.09652,1.93439,-0.311065,1
4.00974,3.39199,0.380238,1
4.61768,2.40893,0.399645,1
4.04152,2.13485,0.427311,1
4.46434,2.60277,-0.634108,1
4.15319,3.94529,0.767698,1
3.64788,4.2195,-0.803766,1
3.8755,3.91981,-0.202279,1
3.32539,3.52813,-0.375356,1
3.68636,3.99965,-0.71879,1
3.26543,3.08359,0.713441,1
5.19976,2.39393,0.389146,1
4.22465,3.67127,-0.864021,1
3.58214,2.96701,-0.448975,1
5.32362,2.56522,-0.839162,1
3.23346,4.46609,0.133468,1
4.42461,2.51918,-0.776125,1
3.2659,3.95594,-0.721632,1
4.66487,2.35411,0.30017,1
3.55874,3.63746,-0.131865,1
3.5901,3.59259,-0.823131,1
-1.22627,0.833662,-0.731781,2
0.0287458,-0.796077,-0.958287,2
-0.130925,0.529241,-0.743378,2
-1.41642,0.0438694,-0.292381,2
-0.508583,-0.520728,-0.0503453,2
0.189208,-1.10254,-1.14276,2
-0.556891,-0.0232783,-1.35013,2
0.813054,-1.32128,-0.453037,2
0.621407,-0.678919,-1.06822,2
-1.3394,-0.408345,-0.551731,2
0.072248,-0.803113,-0.455886,2
0.106982,0.765535,-0.925818,2
-0.399629,1.02795,-0.765657,2
0.44358,-0.389112,-0.803681,2
0.458958,0.0926249,-0.362214,2
0.384268,0.603944,-0.363725,2
-0.514145,0.619552,-0.335366,2
0.0998602,-0.0132143,-1.021,2
-0.926064,-0.552063,0.0845892,2
-0.281547,-0.356538,-1.00169,2
-0.437023,-1.10335,-1.22958,2
-0.607244,0.576969,0.16318,2
0.939127,-0.0589934,-0.130896,2
-0.528773,-0.633406,-0.52444,2
-0.482224,-1.06988,-0.27807,2
-0.786223,-0.806976,-0.492526,2
-0.356909,-0.54506,-0.525039,2
0.0570906,0.606096,-0.589683,2
-0.325462,0.0874045,-0.897324,2
-0.4974,-0.333731,-0.910495,2
-1.60618,-0.545321,0.0231393,2
0.100498,-1.35799,0.0626738,2
-0.166656,-0.15923,-0.775476,2
0.370546,0.467945,-1.99323,2
0.291571,-0.406992,-1.37614,2
1.23559,0.610689,-0.927501,2
-0.804854,0.442306,-0.513946,2
0.261209,0.556428,-0.540165,2
0.393654,0.485358,-0.160051,2
-0.574927,0.458733,-0.527305,2
0.518276,0.819825,-1.16095,2
0.552974,0.826453,-0.58352,2
0.831762,-1.18011,-0.703086,2
-0.169954,-0.943253,-0.586635,2
-0.172946,0.679426,-0.438544,2
-0.0277582,-0.390246,-0.501322,2
-0.261641,0.182627,-0.867088,2
-0.711321,0.824306,-0.576872,2
-0.210574,0.548768,-0.731306,2
0.456216,1.2561,-0.544569,2
0.465208,0.475034,-0.629557,2
-0.101903,0.643238,-0.152157,2
0.967544,-0.77436,-0.141655,2
-0.879928,0.257953,-0.211081,2
-1.07282,0.1628,-0.224801,2
0.843283,-0.865639,-0.584548,2
0.0449943,1.05417,-0.743486,2
-0.376654,-0.444599,-1.27045,2
0.730245,0.304013,-1.21603,2
-1.53732,-0.819958,-0.973366,2
-0.883866,-1.05003,-0.502394,2
0.0164077,-0.207185,-0.86463,2
-0.575932,0.789645,-0.236924,2
-0.403797,-1.06582,-0.591642,2
0.00931464,0.104928,-0.451047,2
-0.370225,0.792073,-0.786639,2
0.0621397,0.271732,-1.16878,2
-0.498113,-0.219858,-0.744126,2
-0.653615,1.56713,-0.133766,2
-0.582669,-0.0228896,-0.258521,2
-0.40849,0.654552,-1.14523,2
0.402065,0.730397,-0.361923,2
-0.421552,0.786832,-0.473681,2
0.479488,-1.41082,-0.00654703,2
-0.0898769,0.730176,-0.693141,2
-0.887007,-0.0916139,-0.458262,2
-1.24763,-0.167245,-0.832488,2
-0.365156,0.629173,-1.45768,2
-0.459898,-0.834006,-0.838272,2
-0.959273,0.111901,-0.817878,2
-0.356613,0.408898,-0.305335,2
-1.3566,0.373994,-0.218533,2
0.280851,-0.548011,-1.07483,2
-0.390803,0.0490504,-0.694106,2
0.26293,-0.01197,-1.1283,2
-0.433285,-0.0928445,-0.593876,2
-0.32252,-0.240437,-0.289901,2
-0.407121,0.158585,-0.364881,2
0.739181,-0.303295,-0.584074,2
-0.293845,0.480919,-0.405059,2
0.216022,-0.0351833,-0.621868,2
-0.785193,1.44139,-1.49492,2
0.551335,-0.985062,-0.889066,2
0.524755,0.731383,-0.682872,2
0.851525,0.683346,-0.879165,2
0.187578,-0.448261,-1.29566,2
1.12998,0.69669,-0.516058,2
-0.350134,0.164751,-1.12494,2
-1.21094,-0.661726,-0.221718,2
-0.77848,-0.8224,-0.205548,2
1.02986,0.950443,-0.530858,2
0.104966,-0.766706,-1.06593,2
-0.56059,-0.0814843,0.016876,2
0.805585,-1.37132,-0.821712,2
0.499839,1.2281,-1.3535,2
0.143345,-1.36791,-1.01962,2
-1.18127,-0.948598,-0.969461,2
-0.174528,-0.101949,-0.423486,2
-0.756036,-0.323844,-0.157874,2
-0.884512,0.816367,-0.390349,2
0.588608,0.180748,-0.825657,2
-0.608746,0.574776,-0.888719,2
-0.686027,-0.775681,-0.167963,2
0.47271,0.639456,-0.829387,2
-1.63079,0.150072,-0.373355,2
0.512263,1.1735,-0.707223,2
-0.411035,0.781671,-0.860964,2
-0.238484,1.04911,-0.403574,2
-0.885735,-0.595649,-0.514115,2
0.278191,-0.987225,-0.631041,2
-0.0240569,-0.984661,-0.708731,2
-0.119316,-0.0505367,-0.597655,2
-0.420181,-0.60527,-0.449894,2
0.0920118,0.178633,-0.837833,2
0.138851,0.476643,-0.539203,2
-0.346756,-0.532417,0.00322687,2
0.0116049,-0.987334,-0.963337,2
0.23191,-0.365719,-0.733877,2
0.135932,-1.5768,-0.689677,2
0.330162,-0.174411,-0.458449,2
0.299478,-0.188708,-1.16753,2
-0.316428,0.11111,-0.869029,2
0.587551,0.557825,-0.373107,2
0.136881,-0.462849,-0.589945,2
0.043669,-0.596326,-0.514792,2
0.631055,-0.017103,-0.954301,2
-0.223868,-0.0202663,-0.517508,2
-0.0906536,-0.3744,-0.654484,2
0.479981,0.710647,-0.840395,2
-1.69889,-0.648937,-0.64804,2
0.539883,0.308916,-0.567551,2
0.148613,1.05828,-1.09414,2
-1.00099,-0.427216,-0.177425,2
0.426397,-0.0875155,-0.574652,2
0.371318,-0.988139,-1.02359,2
-0.700217,-0.0327552,-1.14996,2
-1.15387,-0.915838,-0.367453,2
0.00622434,-0.0756573,-1.23393,2
0.158183,0.58081,-0.941907,2
